GENE,SCORE,Mutation,Expression hub,Regulator,Genomic abnormalities (CNV),meEthylation,#SIGPVALS
10-Mar,-1.10271,0,0,0,0,0.340116,0
GHSR,-1.10363,0,0,0,0,0.340304,0
GALNT1,-1.10384,0,0,0,0,0.340347,0
GRM7,-1.10397,0,0,0,0,0.340373,1
PON3,-1.10568,0,0,0,1,0.34331,1
NALCN,-1.10672,0,0,0,0,0.340936,0
CFLAR,-1.10783,0,0,0,0,0.341163,12
IFT88,-1.10831,0,0,0,0,0.341262,0
HOMER3,-1.10914,0,0,0,1,0.344017,0
RNF25,-1.10927,0.906578,0,0,0,0.325867,0
TLR9,-1.11133,0,9,1,0,0.50684,1
RTEL1,-1.11222,0,0,0,0,0.342062,0
LRRC43,-1.11235,1.6216,0,0,0,0.3142,0
TSPAN16,-1.11375,0,0,0,1,0.344959,0
CD1D,-1.11515,0,0,0,0,0.342659,4
SLC22A18AS,-1.11687,0,0,0,0,0.34301,6
TREM1,-1.11755,0,0,0,0,0.343151,28
TNFSF14,-1.11781,0,0,0,1,0.345788,2
ARC,-1.11968,0.946922,0,0,1,0.329887,3
LMNB2,-1.12033,0,0,0,1,0.346304,2
C22orf28,-1.12427,0,0,0,0,0.344525,0
FBLN7,-1.12431,0,0,0,0,0.344532,1
PAN2,-1.12572,0,0,0,0,0.34482,6
GDPD5,-1.12661,1.13077,0,0,0,0.325556,0
LHCGR,-1.12789,0,0,0,0,0.345264,1
TINAGL1,-1.12891,0,0,0,0,0.345473,0
NPPB,-1.12999,0,0,0,0,0.345693,0
ALDH1A3,-1.13049,1.48413,0,0,0,0.320272,0
PHC2,-1.13131,0,42,1,0,0.901229,1
PAQR9,-1.13246,0,0,0,0,0.346198,0
PCDHB15,-1.13292,0,0,0,0,0.346291,2
SEMA6B,-1.13342,0,0,0,1,0.34898,25
SYN2,-1.13403,0,0,0,0,0.346518,3
IQCG,-1.13677,0,0,0,0,0.347079,7
ANK1,-1.13727,0,0,0,1,0.349768,0
LOC253039,-1.1381,0,0,0,0,0.34735,1
PSMD5,-1.1381,0,0,0,0,0.34735,0
ATP5D,-1.1382,0,0,0,1,0.349957,0
TLE6,-1.13974,1.11634,0,0,1,0.331073,0
AARS,-1.14017,0,0,0,0,0.347774,1
FGF12,-1.14239,0,0,0,0,0.348227,0
CELSR3,-1.14333,0.419075,0,0,0,0.341213,0
SCARB1,-1.15017,1.37263,0,0,0,0.326213,0
PARP3,-1.15045,0,0,0,0,0.349875,0
RRP9,-1.15045,0,0,0,0,0.349875,0
WFDC9,-1.15171,0,0,0,0,0.350132,0
GUSB,-1.1548,0,0,0,1,0.35335,0
ENTPD2,-1.15488,0,0,0,0,0.350781,0
GNS,-1.15626,0,0,0,0,0.351063,19
MEGF10,-1.15628,0.224754,0,0,0,0.347201,0
LONP2,-1.15658,0,0,0,0,0.351127,2
IL23A,-1.15782,0,0,0,0,0.351382,0
OPCML,-1.15894,0,0,0,0,0.35161,0
IMMP2L,-1.1602,1.49621,0,0,1,0.328723,2
PCDHA10,-1.16033,0,0,0,0,0.351894,2
PCDHA2,-1.16033,0,0,0,0,0.351894,0
PCDHA3,-1.16033,0,0,0,0,0.351894,0
PCDHA5,-1.16033,0,0,0,0,0.351894,0
PCDHA6,-1.16033,0,0,0,0,0.351894,0
PCDHA9,-1.16033,0,0,0,0,0.351894,0
CMKLR1,-1.16106,0,0,0,0,0.352044,28
MLX,-1.16227,0,0,0,0,0.352291,34
DRD2,-1.16275,1.37469,0,0,0,0.328749,0
RASL11A,-1.16573,0,2,1,0,0.435169,0
CCT3,-1.16728,0,0,0,0,0.353316,0
CPA3,-1.16733,0,0,0,0,0.353324,0
ADAM33,-1.16737,0,0,0,0,0.353333,1
DPEP2,-1.16751,0,0,0,0,0.353362,0
PRAP1,-1.16796,0,0,0,0,0.353454,0
CHMP5,-1.16854,0,0,0,0,0.353572,0
PEX5,-1.16912,0,0,0,0,0.353691,8
AIFM3,-1.16966,0,0,0,0,0.353802,1
C5orf4,-1.16983,0,0,0,0,0.353836,0
LRPAP1,-1.17014,0,0,0,0,0.3539,0
CYP7B1,-1.17018,0,0,0,1,0.356493,0
GALK1,-1.17019,0,0,0,0,0.353909,0
PCDHB5,-1.17033,0,0,0,0,0.353938,9
KMO,-1.17047,0,0,0,0,0.353967,28
CADPS,-1.17095,0.850781,0,0,0,0.339435,0
C20orf166,-1.17106,0,0,0,0,0.354088,0
CD47,-1.17133,0,0,0,0,0.354144,1
SHROOM3,-1.17227,0,0,0,0,0.354334,1
NDRG2,-1.17301,0,0,0,0,0.354485,0
OGFOD1,-1.17601,0,0,0,0,0.355099,0
CPD,-1.17655,0,0,0,0,0.355209,0
ENSA,-1.17698,0,0,0,0,0.355299,0
SLC7A5,-1.17888,0,0,0,0,0.355686,0
SNX21,-1.18127,0,0,0,0,0.356176,2
ADRA1A,-1.18294,0,0,0,1,0.359102,0
TMEM163,-1.18335,0,0,0,0,0.3566,0
CLDN11,-1.1854,1.90309,0,0,0,0.324291,0
YIF1B,-1.18583,0,0,0,1,0.359692,0
SCUBE2,-1.18619,0,0,0,0,0.357181,0
DIO2,-1.18696,2.05849,0,0,0,0.321938,0
HPCAL1,-1.18746,0,0,0,0,0.35744,0
DHCR7,-1.18767,0,0,0,0,0.357482,1
C1QTNF2,-1.18781,0,0,0,0,0.357512,4
COL21A1,-1.18882,0,0,0,0,0.357719,0
FAM175B,-1.19132,0,0,0,0,0.358229,0
C3orf15,-1.19153,0,0,0,0,0.358272,0
CAB39,-1.19196,0,0,0,0,0.35836,0
ICMT,-1.19256,0,0,0,0,0.358483,0
TOM1L1,-1.19417,0,0,0,0,0.358812,4
ELN,-1.19819,1.0804,0,0,1,0.34364,0
ABP1,-1.19843,0,0,0,0,0.359683,28
SGPP2,-1.19895,0,0,0,0,0.359789,0
HAMP,-1.19903,0,0,0,1,0.36239,13
CBLN4,-1.19945,0,0,0,0,0.359891,0
ZNF544,-1.20094,0,28,1,1,0.752462,13
PCDHB14,-1.20329,0,0,0,0,0.360675,10
NFKBIL1,-1.20337,0,0,1,0,0.419208,0
FGF22,-1.20344,0,0,0,1,0.363291,0
CALCRL,-1.20398,0,0,0,0,0.360816,0
HOXB6,-1.20558,0,32,1,0,0.798135,0
SEMA3B,-1.20691,0,0,0,0,0.361416,0
PACRG,-1.21048,0,0,0,0,0.362145,0
PARK2,-1.21048,0,0,0,0,0.362145,2
MAT1A,-1.21084,1.85387,0,0,0,0.330337,0
CCK,-1.21131,0,0,0,0,0.362315,0
CADM3,-1.21167,1.2321,0,0,0,0.341201,0
C3orf18,-1.21425,0,0,0,0,0.362916,1
CRAT,-1.21431,0,0,0,0,0.362929,2
PPP2R4,-1.21431,0,0,0,0,0.362929,0
XPNPEP3,-1.21659,0,0,0,0,0.363395,6
CELSR1,-1.21687,0.473661,0,0,0,0.355305,3
CRYGD,-1.21788,0,0,0,0,0.363658,0
EPHA5,-1.21826,0,0,0,0,0.363735,2
INF2,-1.21844,0,0,0,0,0.363772,0
SOSTDC1,-1.21851,0,0,0,1,0.366373,0
SNTG1,-1.22103,0,0,0,1,0.366888,0
REEP6,-1.22123,0,0,0,1,0.366928,0
KCNA4,-1.22245,0.482804,0,0,0,0.35629,0
C1orf51,-1.22355,0.928118,0,0,0,0.348857,0
CHMP1A,-1.22484,0,11,1,0,0.553696,0
TCL1A,-1.22524,1.05948,22,1,0,0.665662,0
NGFR,-1.22585,0,0,0,0,0.365287,0
NCAPD2,-1.22864,0,0,0,0,0.365858,0
CXCR7,-1.22885,0,0,0,0,0.365899,0
NEURL,-1.23134,0,0,0,0,0.36641,0
AXL,-1.23222,0,4,1,1,0.474999,6
VPS37B,-1.23452,0,0,0,0,0.367059,0
AGXT2L2,-1.23471,0,0,0,0,0.367099,2
HOXA4,-1.23618,0,25,1,1,0.724184,1
SEC14L3,-1.23679,0,0,0,0,0.367524,0
POR,-1.24007,0,0,0,1,0.37078,30
CTLA4,-1.24153,0,0,0,0,0.368493,0
MYO1F,-1.24288,1.68613,0,0,1,0.342357,4
AQP3,-1.24425,0,0,0,0,0.369048,1
SPATA18,-1.24459,0,0,0,0,0.369118,0
MATN2,-1.24492,0,0,0,1,0.37177,0
PNOC,-1.24585,0,0,0,1,0.37196,0
MAK16,-1.24618,0,0,0,1,0.372029,0
ACSL6,-1.24785,0,0,0,0,0.369784,0
P2RY2,-1.24898,1.12843,0,0,0,0.350609,3
RPS6KA2,-1.24915,0,0,0,0,0.370049,16
CARTPT,-1.24932,0,0,0,0,0.370084,1
DYNC1I1,-1.25113,0,0,0,1,0.373041,1
FGF20,-1.25407,0,0,0,1,0.373642,1
FMOD,-1.25977,0,0,0,0,0.37222,0
HNF4A,-1.26071,0,31,1,0,0.797576,0
DGCR14,-1.26178,0,17,1,0,0.632214,0
PCDHGA9,-1.26405,0,0,0,0,0.373094,0
PCDHGB5,-1.26405,0,0,0,0,0.373094,0
PCDHGB6,-1.26405,0,0,0,0,0.373094,0
PCDHGB7,-1.26405,0,0,0,0,0.373094,0
RALGPS2,-1.26416,0,0,0,0,0.373117,3
NEFM,-1.26448,0,0,0,1,0.375768,0
WBSCR27,-1.26559,0,0,0,1,0.375995,0
TJAP1,-1.26933,0.89279,0,0,0,0.358821,0
F5,-1.27216,0,0,0,0,0.374752,4
HSPB6,-1.27255,0,0,0,1,0.377418,0
AIPL1,-1.27319,0,0,0,0,0.374963,0
PPP2R3A,-1.27543,0,0,0,0,0.375421,0
PCSK1,-1.2772,0,0,0,0,0.375783,0
ACTN2,-1.27903,0,0,0,0,0.376158,0
PCDHGA1,-1.27992,0,0,0,0,0.376338,2
DCAKD,-1.28018,0,0,0,0,0.376393,1
NMT1,-1.28018,0,0,0,0,0.376393,0
FSTL3,-1.28067,0,9,1,1,0.544041,1
CXCL16,-1.28077,0,0,0,0,0.376512,33
TSC1,-1.28405,0,0,0,0,0.377182,0
SDC4,-1.28414,0,0,0,0,0.377201,35
ZNF541,-1.28445,0,1,1,1,0.450194,0
MCHR2,-1.28675,0.774691,0,0,0,0.364413,0
SST,-1.28787,0,0,0,0,0.377965,5
SLC35E4,-1.28802,0,0,0,0,0.377996,0
TFR2,-1.2883,0,0,0,1,0.380638,3
RALGPS1,-1.28858,0,0,0,0,0.378109,0
ELANE,-1.28989,0,0,0,1,0.380962,0
PCDHAC1,-1.29113,0,0,0,0,0.37863,0
ZNF232,-1.29426,0,9,1,0,0.544234,0
WDR41,-1.29428,0,0,0,0,0.379275,8
RAB36,-1.29463,0,0,1,0,0.437862,0
KCNC3,-1.29625,0,0,0,1,0.382262,0
CD2,-1.29692,0,0,0,0,0.379813,0
KCNQ4,-1.29873,0,0,0,0,0.380183,0
TBC1D10C,-1.2989,0,0,0,0,0.380219,3
XYLT2,-1.29975,0,0,0,0,0.380392,0
PKMYT1,-1.30059,0,0,0,0,0.380564,0
CACNA1H,-1.30141,0,0,0,0,0.380731,0
NRSN1,-1.30205,0,0,0,0,0.380862,0
MORF4L1,-1.30281,0,20,1,0,0.676081,1
ARTN,-1.3044,0,0,0,0,0.381343,0
SOD3,-1.30462,0,0,0,0,0.381389,0
JPH4,-1.30639,0,0,0,0,0.38175,0
EMG1,-1.30727,0,0,0,0,0.38193,0
PYCR1,-1.30731,0,0,0,0,0.381937,7
FEZ1,-1.30827,0,0,0,0,0.382133,0
ATP1A3,-1.30925,0,0,0,1,0.384919,0
ADRB3,-1.30931,0,0,0,1,0.384932,0
MAN2A2,-1.30951,0,0,0,0,0.382388,3
TACSTD2,-1.31092,0,0,0,0,0.382676,0
LRRC17,-1.31165,0,0,0,1,0.385411,1
GLRA1,-1.31301,1.15614,0,0,0,0.363221,2
ANKRD24,-1.31401,0.935542,0,0,1,0.369805,0
LTB4R2,-1.31486,0,0,0,0,0.383482,0
FGF23,-1.31506,0,0,0,0,0.383521,2
UAP1L1,-1.31564,0,0,0,0,0.38364,1
CD3E,-1.31675,0,0,0,0,0.383867,0
UBE2V2,-1.31723,0,0,0,1,0.386551,0
ADORA2B,-1.3188,0,0,0,0,0.384286,0
MC3R,-1.31924,0,0,0,0,0.384376,0
SORCS1,-1.32046,0,0,0,0,0.384626,0
MEST,-1.32161,0,0,0,1,0.387447,0
MGAT5B,-1.32193,1.22915,0,0,0,0.363789,0
XAF1,-1.32195,0,0,0,0,0.384929,1
ANKRD53,-1.3233,0,0,0,0,0.385207,0
TMIGD2,-1.3238,0,0,0,1,0.387895,0
NDUFA7,-1.32509,0,0,0,1,0.388158,0
DRD4,-1.32514,0,0,0,0,0.385582,0
SLC6A4,-1.32574,0,0,0,0,0.385704,0
PROKR2,-1.32675,0,0,0,0,0.385911,0
PIGZ,-1.32703,0,0,0,0,0.385968,6
GALM,-1.32864,0,0,0,0,0.386299,7
EPOR,-1.32889,0,0,0,1,0.388934,0
GPR137,-1.33085,0,0,0,0,0.38675,0
TRIP10,-1.33212,0,0,0,1,0.389595,2
PADI4,-1.33238,0,0,0,0,0.387061,3
CMTM2,-1.33273,0,0,0,0,0.387134,0
TMEM155,-1.33542,0,0,0,0,0.387683,0
CACNA2D2,-1.33591,0,0,0,0,0.387784,0
SLAMF1,-1.33614,0,0,0,0,0.38783,0
IL21,-1.33688,0,0,0,0,0.387981,0
FAM114A1,-1.33756,0,0,0,0,0.388121,20
ISM2,-1.33763,0,0,0,0,0.388134,0
CAP2,-1.33839,0,0,0,0,0.388291,0
ZNF572,-1.33902,0,0,1,1,0.44952,29
TEKT3,-1.33908,0,0,0,0,0.388431,0
JAKMIP2,-1.3404,0,0,0,0,0.388701,0
PCDHB7,-1.34145,0,0,0,0,0.388917,0
OVGP1,-1.34187,0,0,0,0,0.389001,0
IGLL1,-1.34196,0,0,0,0,0.389021,1
ADAMTS18,-1.34196,0,0,0,0,0.389021,0
NR2E1,-1.34507,1.09909,0,1,0,0.42927,0
TCERG1L,-1.34567,0.59176,0,0,0,0.379603,0
FERMT1,-1.34612,0,0,0,0,0.38987,12
SLCO2B1,-1.34678,0,0,0,0,0.390006,33
APC2,-1.34733,0,0,0,1,0.392703,0
ADAMTS14,-1.34917,0,0,0,0,0.390493,0
EPCAM,-1.35081,0,0,0,0,0.390829,0
EAPP,-1.35114,0,0,0,0,0.390896,14
EPHX3,-1.35127,0,0,0,1,0.393508,0
ZNF597,-1.35217,0,0,1,0,0.449624,1
RNF126,-1.3535,0,0,0,1,0.393964,0
CLDND2,-1.35441,0,0,0,1,0.39415,1
SP140,-1.35598,0,14,1,0,0.615984,0
TM4SF1,-1.3568,0,0,0,0,0.392054,0
C1orf94,-1.35688,0,0,0,0,0.392069,0
TMEM175,-1.35787,0,0,0,0,0.392271,1
10-Sep,-1.36174,0,0,0,0,0.393063,1
KCTD12,-1.36187,0,0,0,0,0.393091,30
PHF3,-1.36347,0,39,1,0,0.913199,7
VENTX,-1.36598,0,12,1,0,0.594374,0
C9orf64,-1.37168,0,0,0,0,0.395096,0
ATP5F1,-1.3718,0,0,0,0,0.395119,0
NOS1,-1.37461,0.489455,0,0,0,0.387277,0
ZPBP,-1.37544,0.769551,0,0,1,0.385215,0
KIAA0319L,-1.37628,0,0,0,0,0.396034,0
NCDN,-1.37628,0,0,0,0,0.396034,2
PODNL1,-1.37686,0,0,0,1,0.39874,0
HCN4,-1.37795,0,0,0,0,0.396377,0
RRM2,-1.37883,0,0,0,0,0.396557,0
ASGR2,-1.37921,0,0,0,1,0.39922,15
NINL,-1.37953,0,0,0,0,0.396699,0
CBLN3,-1.37966,0,0,0,0,0.396726,0
KHNYN,-1.37966,0,0,0,0,0.396726,0
TF,-1.38065,0,0,0,0,0.396928,2
KCNK3,-1.38086,0,0,0,0,0.396972,0
SLC39A14,-1.38111,0,0,0,1,0.399607,0
C11orf49,-1.38767,0,0,0,0,0.398362,6
LPXN,-1.38924,0,0,0,0,0.398685,7
ARAP3,-1.39258,0,0,0,0,0.399368,0
AEN,-1.39433,0,0,0,0,0.399725,0
UBASH3A,-1.39671,0,0,0,0,0.400211,1
CHI3L1,-1.39725,0,0,0,0,0.400322,24
UCN2,-1.39762,0,0,0,0,0.400397,0
DAB1,-1.39765,0,0,0,0,0.400404,0
TMEM100,-1.39794,0,0,0,0,0.400462,0
PCDHGA10,-1.39942,1.60906,0,0,0,0.373094,1
TRPV4,-1.40034,0,0,0,0,0.400953,1
KLC3,-1.40091,0,0,0,1,0.403655,0
SLC46A2,-1.40233,0,0,0,0,0.401359,14
KCNK10,-1.40338,0,0,0,0,0.401574,0
EPHB1,-1.40398,1.08672,0,0,0,0.38301,0
BTG3,-1.40427,0,0,0,0,0.401756,19
GIGYF2,-1.40527,5.11407,0,0,0,0.314015,0
GAS2L2,-1.40596,0,0,0,0,0.402102,0
SPTB,-1.40625,0,0,0,0,0.402162,0
CCL1,-1.40634,0,0,0,0,0.40218,0
NR1I2,-1.40772,0,23,1,0,0.733007,4
DSC3,-1.40816,0,0,0,0,0.402551,0
PRLR,-1.40849,0,0,0,0,0.40262,0
FANCG,-1.40966,0,0,0,0,0.402858,0
CAMKK1,-1.40973,0,0,0,0,0.402872,0
KLHL35,-1.41226,0,0,0,0,0.40339,0
SPHKAP,-1.41278,1.0716,0,0,0,0.385066,0
FAM129A,-1.41426,0,0,0,0,0.403798,0
CAMK1G,-1.41728,1.40561,0,0,0,0.380244,18
VTI1A,-1.41828,0,0,0,0,0.40462,18
MMP9,-1.41855,0,0,0,0,0.404674,23
LPCAT1,-1.41868,0,0,0,0,0.404703,0
CD300LG,-1.41897,0,0,0,0,0.404761,0
KLHL21,-1.42004,0,0,0,0,0.40498,12
CHODL,-1.4206,0,0,0,0,0.405095,0
LILRA3,-1.42063,0,0,0,1,0.407687,1
EPDR1,-1.42153,0,0,0,1,0.40787,3
SYNE2,-1.42359,0,0,0,0,0.405706,0
KCNS2,-1.42363,0,0,0,1,0.4083,0
VDAC3,-1.42456,0,0,0,1,0.408489,0
TNNI3,-1.42469,0,0,0,1,0.408515,1
CDH13,-1.42491,0,0,0,0,0.405976,0
POLD4,-1.42499,0,0,0,0,0.405993,0
CD151,-1.42504,0,0,0,0,0.406002,4
OTUB1,-1.4254,0,0,0,0,0.406076,0
RPS6KA1,-1.42772,0,0,0,0,0.406551,0
SNX31,-1.42834,0,0,0,1,0.409263,1
ITGB1BP1,-1.42865,0,0,0,0,0.406741,0
CCDC63,-1.42903,0,0,0,0,0.406817,1
RHOT2,-1.42974,0,0,0,0,0.406963,0
LTV1,-1.42987,0,0,0,0,0.40699,1
NCR1,-1.4306,0,0,0,1,0.409725,0
STMN2,-1.43217,0,0,0,1,0.410044,0
ANKRD9,-1.43354,0,0,0,0,0.407738,1
PRSS3,-1.43588,0,0,0,0,0.408218,0
ADRA2C,-1.43642,0,0,0,0,0.408329,0
TAOK2,-1.4372,0,0,0,0,0.408488,0
LOC401093,-1.43771,0,0,0,0,0.408592,7
INTS1,-1.43926,0,0,0,1,0.411495,0
SCGN,-1.43958,0,0,0,0,0.408974,0
KANK4,-1.43977,0,0,0,0,0.409014,1
GPR4,-1.43978,0,0,0,1,0.411601,0
FKRP,-1.44082,0,0,0,1,0.411814,2
STRN4,-1.44082,0,0,0,1,0.411814,0
FAM186B,-1.44086,0,0,0,0,0.409235,0
DNTTIP1,-1.44136,0,0,0,0,0.409339,1
WFDC3,-1.44136,0,0,0,0,0.409339,0
CPXM2,-1.44162,0,0,0,0,0.40939,0
IRX2,-1.44407,0,0,0,0,0.409892,0
CADPS2,-1.44423,0,0,0,1,0.412511,0
RNF133,-1.44423,0,0,0,1,0.412511,0
ASCL2,-1.44624,0,5,1,0,0.527986,0
FAM57B,-1.44636,2.17005,0,0,0,0.373041,3
SYT9,-1.44818,0,0,0,0,0.410732,0
C19orf24,-1.44868,0,0,0,1,0.413419,0
TNNC1,-1.45049,0,0,0,0,0.411204,0
CHRNB4,-1.45111,0,0,0,0,0.411331,4
SGCE,-1.45409,0,0,0,1,0.414526,0
RDH12,-1.45442,0,0,0,0,0.412008,0
UBE2E1,-1.45594,0,0,0,0,0.412319,0
SERPINA1,-1.4591,0,0,0,0,0.412965,3
KIF5B,-1.46042,0,0,0,0,0.413234,3
SH3TC1,-1.4626,0,0,0,0,0.41368,31
CSPG4,-1.46317,0,0,0,0,0.413796,0
CDH6,-1.46382,0,0,0,0,0.413928,0
AKT3,-1.46759,0,11,1,0,0.603317,0
CD4,-1.46908,0,0,0,0,0.415004,12
MTMR6,-1.47397,0,0,0,0,0.416004,1
TRPC4,-1.47583,0,0,0,0,0.416384,0
SPON2,-1.47629,0,0,0,0,0.416478,11
TIMP4,-1.47644,0,0,0,0,0.416507,0
ODF2,-1.47758,0,0,0,0,0.416742,19
MMP17,-1.47815,0,0,0,0,0.416858,0
DHODH,-1.47859,0,0,0,0,0.416948,3
PVT1,-1.47942,0,1,1,1,0.490046,0
NTSR1,-1.48024,0,0,0,0,0.417284,0
GOT2,-1.48033,0,0,0,0,0.417303,1
CWH43,-1.4815,0,0,0,0,0.417542,0
TCF15,-1.48169,0,0,1,0,0.476098,17
VASN,-1.48183,0,0,0,0,0.41761,0
CPA6,-1.48232,0,0,0,1,0.420297,0
RPL39L,-1.48601,0,0,0,0,0.418464,0
TEK,-1.4867,0.774691,0,0,0,0.405283,0
PTPRF,-1.48764,0,0,0,0,0.418798,0
YTHDC1,-1.48775,0,0,0,0,0.418819,15
PPAP2B,-1.48912,0,0,0,0,0.4191,8
ZNF678,-1.48937,0,0,1,0,0.477667,5
ATP6V1G2,-1.48965,0,0,0,0,0.419208,0
MRPL48,-1.48968,0,0,0,0,0.419216,0
UBE4A,-1.49017,0,0,0,0,0.419316,0
DIRAS1,-1.49044,0,0,0,1,0.421956,1
CRHR1,-1.4936,0,0,0,0,0.420015,0
TBC1D7,-1.4949,0,0,0,0,0.420282,1
LPIN2,-1.49544,0,0,0,0,0.420392,0
DSCAML1,-1.49663,0,0,0,0,0.420636,0
GPR26,-1.49765,0,0,0,0,0.420844,0
SEC14L4,-1.49766,0,0,0,0,0.420846,0
3-Mar,-1.49826,0,0,0,0,0.420968,1
HERC2,-1.49872,0.203426,0,0,0,0.417564,29
FBXL5,-1.49907,0,0,0,0,0.421135,0
THAP11,-1.50084,0,0,0,0,0.421496,3
FILIP1,-1.50253,2.28819,0,0,0,0.382491,0
APLP1,-1.50557,0,0,0,1,0.425049,0
SRD5A2,-1.50616,0,0,0,0,0.422583,0
PPYR1,-1.50825,0,0,0,0,0.42301,0
CPEB4,-1.50905,0,0,0,0,0.423173,30
MYADM,-1.50914,0,0,0,1,0.425778,0
ULK2,-1.50982,0,0,0,0,0.423331,0
PRND,-1.51255,0,0,0,0,0.423889,0
PCDHAC2,-1.51418,0,0,0,0,0.424223,0
YPEL4,-1.51672,0,0,0,0,0.424742,2
ANXA4,-1.51697,0,0,0,0,0.424793,14
LRRC46,-1.51856,0,0,0,0,0.425118,2
MRPL10,-1.51856,0,0,0,0,0.425118,16
MCM3AP,-1.51868,0,0,0,0,0.425142,0
TUBA1A,-1.51918,0.958607,0,0,0,0.40876,5
GLT1D1,-1.51931,0,0,0,0,0.425272,0
AKT1S1,-1.5206,0,0,0,1,0.42812,0
TBC1D17,-1.5206,0,0,0,1,0.42812,0
EIF2C4,-1.52199,0,0,0,0,0.425819,1
SLC34A2,-1.52502,0,0,0,0,0.426438,0
RHOC,-1.5263,0,0,0,0,0.4267,7
CCDC83,-1.52672,0,0,0,0,0.426785,1
ROPN1,-1.52741,0,0,0,0,0.426927,0
FAM118B,-1.52763,0,0,0,0,0.426971,0
CCDC87,-1.53278,0,0,0,0,0.428024,0
CCS,-1.53278,0,0,0,0,0.428024,0
EFNA3,-1.53297,0,0,0,0,0.428063,4
IL28RA,-1.53389,0,0,0,0,0.428251,0
CLEC11A,-1.53401,0,0,0,1,0.430861,0
SNX33,-1.53625,0,0,0,0,0.428734,0
EGLN1,-1.53674,0,33,1,0,0.877651,0
EML3,-1.53778,0,0,0,0,0.429047,1
ROM1,-1.53778,0,0,0,0,0.429047,1
DBC1,-1.53959,0,0,0,0,0.429417,0
PCDHGA11,-1.53996,0,0,0,0,0.429493,0
PRRT2,-1.54039,0,0,0,0,0.429579,0
ARPP19,-1.54195,0,0,0,0,0.429899,2
LSP1,-1.54222,0,0,0,0,0.429955,3
TEX264,-1.54403,0,0,0,0,0.430323,0
WDR24,-1.54416,0,0,0,0,0.43035,0
RABGGTA,-1.54455,0,0,0,0,0.43043,1
CYP3A5,-1.54485,0,0,0,1,0.433077,0
EML4,-1.54548,0,0,0,0,0.430621,2
LY96,-1.54588,0,0,0,1,0.433287,31
TWF2,-1.54613,0,0,0,0,0.430752,4
SULT1B1,-1.54637,0.718967,0,0,0,0.418438,1
EFEMP1,-1.54639,0,0,0,0,0.430807,0
FUT3,-1.54754,0,0,0,1,0.433627,1
EPHX4,-1.54768,0,0,0,0,0.431069,1
COMT,-1.54779,0,0,0,0,0.431093,0
TXNRD2,-1.54779,0,0,0,0,0.431093,0
TSTA3,-1.54896,0,0,0,1,0.433918,0
OPRM1,-1.55017,0.675718,0,0,0,0.419959,3
AVPR1A,-1.55194,0,0,0,0,0.43194,0
DNAJC5,-1.55199,0,0,0,0,0.43195,7
BLZF1,-1.55343,0.732828,0,1,0,0.478158,0
GRIN2B,-1.55418,0,0,0,0,0.432398,0
SOX18,-1.55461,0,0,1,0,0.491002,0
CA3,-1.55462,0,0,0,1,0.435075,3
FAM123C,-1.55679,0,0,0,0,0.432933,0
MYLK3,-1.55729,0,0,0,0,0.433034,0
TUBGCP2,-1.55819,0,0,0,0,0.433218,1
ABCA2,-1.55822,0,0,0,0,0.433224,1
GSTM4,-1.5589,0,0,0,0,0.433364,0
AMMECR1L,-1.56241,0,0,0,0,0.434081,10
VNN2,-1.5626,0,0,0,0,0.434119,0
EPN3,-1.56274,0,0,0,0,0.434148,0
CALB2,-1.56426,0,0,0,0,0.434459,0
FCRL3,-1.56452,0,0,0,0,0.434511,0
PM20D1,-1.5658,0,0,0,0,0.434773,0
PTGES2,-1.56584,0,1,1,0,0.505126,11
IKZF1,-1.5665,1.21681,36,1,1,0.900878,15
DHX40,-1.56679,0,0,0,0,0.434976,31
SRBD1,-1.56947,0,0,0,0,0.435523,0
RILP,-1.56963,0,0,0,0,0.435557,2
TFAP2E,-1.5717,0,10,1,0,0.612768,0
KCNJ11,-1.57215,0,0,0,0,0.436071,0
GPR78,-1.57221,0,0,0,0,0.436084,0
SLC25A33,-1.57304,0,0,0,0,0.436254,0
TMEM8A,-1.57328,0,0,0,0,0.436304,4
CCND1,-1.5744,0,5,1,0,0.554186,7
RLN2,-1.57522,0,0,0,0,0.436699,1
BCL2L14,-1.57552,0,0,1,0,0.495277,0
SH2D2A,-1.57707,0,0,0,0,0.437078,0
FCAR,-1.57792,0,0,0,1,0.439838,26
ZC3H11A,-1.57981,0,36,1,0,0.921938,20
EFEMP2,-1.58048,0,0,0,0,0.437774,0
KIRREL,-1.58088,0,0,0,0,0.437856,0
KRT19,-1.58099,0.714443,0,0,0,0.425593,0
CDH22,-1.58502,0,0,0,0,0.438703,1
FOXI1,-1.58599,0,0,1,0,0.497417,0
IL1RL1,-1.58694,0,0,0,0,0.439094,0
RPL31,-1.58796,0,0,0,0,0.439302,5
DPH3,-1.58895,0,0,0,0,0.439505,8
OXNAD1,-1.58895,0,0,0,0,0.439505,0
GAL,-1.58907,0,0,0,0,0.439531,0
POLR2L,-1.59042,0,3,1,0,0.533805,4
GALNT5,-1.59095,0,0,0,0,0.439914,0
DNM1,-1.59235,0,0,0,0,0.4402,0
DYM,-1.59366,0,0,0,0,0.440468,9
SNAPIN,-1.59483,0,0,0,0,0.440707,0
MTPAP,-1.59483,0,0,0,0,0.440708,2
WDR72,-1.59522,0,0,0,0,0.440787,0
